faq_id,pair_id,user_tier,language,topic,source,keywords,question,answer,answer_context
FAQ-137,PAIR-069,Micro,Swahili,microfinance_loans,BOT,"mkopo wa simu, app, riba, tahadhari, taarifa, deni",Ni nini ninapaswa kuangalia kabla ya kukopa kupitia app ya mkopo wa simu?,"Soma kwa makini riba halisi ya mwaka, ada za ziada, na muda wa kulipa kabla ya kukubali mkopo.","Programu za mikopo ya simu zinaweza kuwa rahisi lakini baadhi zina riba kubwa iliyofichwa kwenye ada za usindikaji. Kabla ya kukopa, angalia riba halisi ya mwaka (APR) badala ya kuangalia tu kiasi cha kulipa kila wiki. Hakikisha programu hiyo ina leseni ya BOT chini ya kanuni za wakopeshaji wa kidijitali. Epuka kuchukua mkopo mpya kulipa mkopo mwingine, kwani hii inaweza kukuingiza kwenye mzunguko wa madeni."
FAQ-138,PAIR-069,Micro,English,microfinance_loans,BOT,"mkopo wa simu, app, riba, tahadhari, taarifa, deni",What should I check before borrowing through a mobile loan app?,"Carefully review the actual annual interest rate, extra fees, and repayment period before accepting the loan.","Mobile loan apps can be convenient, but some carry high interest hidden within processing fees. Before borrowing, check the actual annual percentage rate (APR) rather than just the weekly repayment amount shown. Confirm the app is licensed by BOT under the digital lender regulations. Avoid taking a new loan to repay another one, as this can trap you in a cycle of debt."
FAQ-139,PAIR-070,Micro,Swahili,group_savings,BOT,"mgao, mwisho wa mwaka, kikundi, faida, hisa, kugawana",Mgao wa mwisho wa mwaka kwenye kikundi cha akiba hufanyaje kazi?,Fedha zote za akiba na faida ya riba hugawanywa kwa wanachama kulingana na hisa za kila mmoja.,"Mwishoni mwa mzunguko wa mwaka, vikundi vya akiba kama VICOBA hufanya mgao ambapo fedha zote zilizowekwa pamoja na faida iliyopatikana kutokana na riba ya mikopo hugawanywa kwa wanachama. Kiasi unachopokea hutegemea jumla ya hisa ulizoweka mwaka huo. Ni muhimu kuhudhuria mikutano ya kikundi mara kwa mara ili kufuatilia vizuri jinsi fedha za kikundi zinavyosimamiwa kabla ya mgao."
FAQ-140,PAIR-070,Micro,English,group_savings,BOT,"mgao, mwisho wa mwaka, kikundi, faida, hisa, kugawana",How does the year-end share-out work in a savings group?,All the saved funds plus interest profit are distributed among members based on each person's shares.,"At the end of the annual cycle, savings groups like VICOBA conduct a share-out where all pooled savings plus the profit earned from loan interest are distributed among members. The amount you receive depends on the total shares you contributed that year. It's important to attend group meetings regularly so you can properly track how the group's funds are being managed before the share-out."
FAQ-141,PAIR-071,Micro,Swahili,microfinance_loans,CRDB,"dhamana, mkopo bila dhamana, mtaji mdogo, taasisi ya fedha",Naweza kupata mkopo wa biashara bila dhamana kama sina mali kubwa?,"Taasisi nyingi za fedha ndogo hutoa mikopo midogo bila dhamana, mara nyingi kwa kikundi au dhamana ya mtu mwingine.","Wajasiriamali wadogo wasio na mali kubwa kama nyumba au gari wanaweza kupata mikopo isiyo na dhamana kupitia taasisi za fedha ndogo, VICOBA, au SACCO. Mara nyingi mikopo hii hutumia dhamana ya kikundi (group guarantee) badala ya mali binafsi, ambapo wanachama wengine wanasaini kukudhamini. Kiasi cha mkopo huwa kidogo zaidi mwanzoni na kinaongezeka pole pole baada ya kuonyesha historia nzuri ya kulipa."
FAQ-142,PAIR-071,Micro,English,microfinance_loans,CRDB,"dhamana, mkopo bila dhamana, mtaji mdogo, taasisi ya fedha",Can I get a business loan without collateral if I don't own major assets?,"Many microfinance institutions offer small collateral-free loans, often backed by a group or guarantor instead.","Micro entrepreneurs without major assets like a house or car can access collateral-free loans through microfinance institutions, VICOBAs, or SACCOs. These loans often rely on a group guarantee instead of personal collateral, where fellow members co-sign to vouch for you. The loan amount tends to be smaller at first and gradually increases once you build a good repayment history."
FAQ-143,PAIR-072,Micro,Swahili,business_growth,BOT,"kukua, kusajili, machinga, leseni, hatua, mpito",Ni wakati gani mzuri wa kuhamisha biashara yangu kutoka machinga kwenda biashara iliyosajiliwa?,Fikiria kusajili pale mauzo yanapokuwa thabiti na unataka kupata mikopo mikubwa au kufungua duka la kudumu.,"Kuhamia kutoka biashara ya kutembeza (machinga) kwenda biashara iliyosajiliwa kunafaa pale unapoona mauzo yako yanaongezeka kwa kasi na thabiti, na unataka kufikia fursa kama mikopo mikubwa zaidi, kushiriki katika zabuni, au kufungua eneo la kudumu la biashara. Hatua za awali ni kusajili jina la biashara BRELA, kupata TIN kutoka TRA, na kuomba leseni ya biashara kutoka halmashauri yako. Mpito huu unaongeza uwajibikaji lakini pia unafungua milango ya ukuaji zaidi."
FAQ-144,PAIR-072,Micro,English,business_growth,BOT,"kukua, kusajili, machinga, leseni, hatua, mpito",When is the right time to move my business from informal trading to a registered business?,Consider registering once your sales are steady and you want access to larger loans or a permanent shop.,"Moving from informal street trading (machinga) to a registered business makes sense once you notice your sales growing steadily and you want to access opportunities like larger loans, government tenders, or a permanent business location. The first steps are registering your business name with BRELA, obtaining a TIN from TRA, and applying for a business license from your local council. This transition adds more responsibility but also opens doors to further growth."
FAQ-145,PAIR-073,Micro,Swahili,budgeting,BOT,"bei, gharama, faida, kuweka bei, soko, ushindani",Ninawezaje kuweka bei sahihi kwa bidhaa zangu kama mjasiriamali mdogo?,Hesabu gharama zote za bidhaa kisha ongeza asilimia ya faida unayotaka kabla ya kuangalia bei za washindani.,"Ili kuweka bei sahihi, hesabu kwanza gharama zote zinazohusiana na bidhaa: ununuzi, usafiri, na muda wako. Kisha ongeza asilimia ya faida unayotaka, kwa kawaida kati ya asilimia 20 hadi 40 kwa biashara ndogo. Baada ya hapo, linganisha na bei za washindani kwenye soko lako ili kuona kama bei yako inashindana bila kuathiri faida yako. Epuka kuweka bei chini sana ili kushindana, kwani hii inaweza kukuondolea faida."
FAQ-146,PAIR-073,Micro,English,budgeting,BOT,"bei, gharama, faida, kuweka bei, soko, ushindani",How do I set the right price for my products as a micro entrepreneur?,"Calculate all product costs, then add your desired profit margin before checking competitor prices.","To set the right price, first calculate all costs related to the product: purchase cost, transport, and your time. Then add your desired profit margin, typically between 20% and 40% for small businesses. After that, compare your price with competitors in your market to see if it's competitive without eroding your profit. Avoid pricing too low just to compete, as this can wipe out your earnings."
FAQ-147,PAIR-074,Micro,Swahili,group_savings,BOT,"kikundi, dhamana, mwanachama, kushindwa kulipa, wajibu",Kinatokea nini mwanachama wa kikundi akishindwa kulipa mkopo wake?,Wanachama wengine wa kikundi wanaweza kuwajibika kulipa sehemu ya deni kutokana na dhamana ya kikundi.,"Katika vikundi vya akiba na mkopo kama VICOBA na SACCO zinazotumia dhamana ya kikundi, mwanachama mmoja akishindwa kulipa mkopo wake, wanachama wengine wanaweza kuhitajika kuchangia kulipa sehemu ya deni hilo kutoka kwenye akiba ya kikundi. Hii ndiyo sababu vikundi vingi huchunguza kwa makini tabia ya kulipa ya mwanachama mpya kabla ya kumkubali, na huwa makini kufuatilia jinsi mikopo inavyotumika."
FAQ-148,PAIR-074,Micro,English,group_savings,BOT,"kikundi, dhamana, mwanachama, kushindwa kulipa, wajibu",What happens if a group member fails to repay their loan?,Other group members may become responsible for covering part of the debt under the group guarantee.,"In group savings and lending schemes like VICOBA and SACCO that use group guarantees, if one member fails to repay their loan, other members may be required to contribute toward covering that debt from the group's savings. This is why many groups carefully assess a new member's repayment character before accepting them, and stay vigilant about monitoring how loans are being used."
FAQ-149,PAIR-075,Micro,Swahili,tax_compliance,TRA,"kodi, mauzo madogo, presumptive tax, TRA, biashara ndogo","Je, biashara yangu ndogo inahitajika kulipa kodi?","Ndiyo, biashara ndogo zenye mauzo chini ya kiwango fulani hulipa 'kodi ya makisio' (presumptive tax) iliyo nafuu zaidi.","Biashara ndogo Tanzania zenye mauzo ya chini ya TZS milioni 100 kwa mwaka zinastahili kulipa kodi ya makisio (presumptive tax), ambayo ni rahisi zaidi kuhesabu kuliko kodi ya kawaida ya mapato. Kiwango cha kodi hutegemea mauzo yako ya mwaka na kinapatikana kwenye jedwali la TRA. Bado unahitaji kuwa na TIN na kuwasilisha makadirio ya mauzo yako kwa TRA kila mwaka ili kubaki katika hali nzuri kisheria."
FAQ-150,PAIR-075,Micro,English,tax_compliance,TRA,"kodi, mauzo madogo, presumptive tax, TRA, biashara ndogo",Does my micro business need to pay tax?,"Yes, small businesses under a certain turnover threshold pay a simpler 'presumptive tax' rate.","Small businesses in Tanzania with annual turnover below TZS 100 million are eligible to pay presumptive tax, which is simpler to calculate than standard income tax. The tax rate depends on your annual turnover and is set out in TRA's published tax bands. You still need a TIN and must declare your estimated turnover to TRA each year to remain in good legal standing."
